59.46771000,24.83555000,12.0
59.46777000,24.83540000,12.0
59.46836000,24.83541000,11.0
59.46824000,24.83385000,12.0
59.46798000,24.83373000,12.0
59.46811000,24.83317000,13.0
59.46783000,24.83203000,11.0
59.46845000,24.83099000,13.0
59.46940000,24.83057000,20.0
59.47199000,24.83277000,11.0
59.47271000,24.83302000,16.0
59.47320000,24.83291000,16.0
59.47412000,24.83358000,16.0
59.47469000,24.83431000,20.0
59.48251000,24.83829000,15.0
59.48556000,24.83850000,12.0
59.48683000,24.83811000,11.0
59.48865000,24.83693000,10.0
59.48899000,24.83724000,12.0
59.48920000,24.83678000,12.0
59.49004000,24.83884000,20.0
59.49228000,24.84212000,32.0
59.49275000,24.84055000,31.0
59.49281000,24.84063000,32.0
59.49323000,24.84045000,34.0
59.49460000,24.83948000,33.0
59.49520000,24.83809000,32.0
59.49553000,24.83850000,33.0
59.49625000,24.83381000,30.0
59.49660000,24.83397000,31.0
59.49692000,24.83203000,30.0
59.49809000,24.82942000,26.0
59.49871000,24.82977000,28.0
59.49896000,24.83022000,29.0
59.49940000,24.82962000,28.0
59.50072000,24.82963000,31.0
59.50175000,24.83005000,31.0
59.50243000,24.83051000,30.0
59.50289000,24.83046000,30.0
59.50335000,24.83019000,28.0
59.50335000,24.83004000,27.0
59.50364000,24.83191000,29.0
59.50421000,24.83057000,22.0
59.50564000,24.83250000,17.0
59.50591000,24.83259000,15.0
59.50598000,24.83415000,21.0
59.50613000,24.83458000,23.0
59.50655000,24.83497000,23.0
59.50698000,24.83491000,18.0
59.50812000,24.83570000,19.0
59.50884000,24.83680000,29.0
59.50981000,24.83724000,28.0
59.51006000,24.83708000,24.0
59.51037000,24.83629000,18.0
59.51071000,24.83352000,17.0
59.51229000,24.83466000,16.0
59.51228000,24.83480000,17.0
59.51568000,24.83762000,21.0
59.51764000,24.83839000,23.0
59.51837000,24.83905000,21.0
59.51895000,24.84010000,20.0
59.52108000,24.84937000,25.0
59.52167000,24.85086000,29.0
59.52450000,24.85422000,37.0
59.52771000,24.85714000,32.0
59.52858000,24.85785000,33.0
59.52994000,24.85866000,32.0
59.53065000,24.86024000,36.0
59.53220000,24.86280000,38.0
59.53251000,24.86439000,38.0
59.53235000,24.86920000,31.0
59.53163000,24.87241000,26.0
59.53034000,24.87623000,31.0
59.52804000,24.87899000,34.0
59.52376000,24.88663000,35.0
59.52310000,24.88943000,39.0
59.52221000,24.89210000,40.0
59.52189000,24.89465000,39.0
59.52156000,24.89529000,37.0
59.52057000,24.89630000,38.0
59.51877000,24.89237000,40.0
59.51828000,24.89064000,38.0
59.51807000,24.88912000,35.0
59.51752000,24.88778000,35.0
59.51649000,24.88673000,34.0
59.51618000,24.88571000,34.0
59.51543000,24.88475000,31.0
59.51480000,24.88431000,31.0
59.51381000,24.88398000,32.0
59.51261000,24.88395000,33.0
59.51174000,24.88413000,35.0
59.51110000,24.88400000,37.0
59.51011000,24.88308000,33.0
59.50910000,24.88285000,41.0
59.50804000,24.88330000,40.0
59.50706000,24.88346000,37.0
59.50447000,24.88932000,28.0
59.50323000,24.88899000,29.0
59.50228000,24.88964000,25.0
59.50217000,24.88949000,25.0
59.50188000,24.88981000,23.0
59.50125000,24.88991000,23.0
59.49817000,24.89231000,23.0
59.49774000,24.89285000,23.0
59.49616000,24.89379000,22.0
59.49499000,24.89469000,21.0
59.49447000,24.89409000,23.0
59.49234000,24.89038000,27.0
59.49167000,24.88556000,33.0
59.49132000,24.88444000,35.0
59.48878000,24.88548000,31.0
59.48750000,24.88521000,32.0
